@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute stat_StdPhotoDis real
@attribute AvgPhotoDis real
@attribute MeanPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfhashtags1 real
@attribute NumberOfhashtags2 real
@attribute NumberOfhashtags3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute ID string
@attribute label {1,-1}
@data
49.5454545455 , 0.0563931529446 , 0.137812185934 , 7.75012375359 , 0.733333333333 , 1.03951254227 , 0.242424242424 , 5.18084780877 , 2.471251836 , 0.0395402206444 , 17.216774276 , 0.0236979900781 , 0.785596755782 , 0.46398609926 , 0.409334382869 , 3.0 , 7.0 , 7.0 , 5 , 2 , 2 , 0.9 , 5114a33bc2a3754cfe66b985 , 1
51.4736842105 , 0.0902684971715 , 0.34232013686 , 7.40398698782 , 0.934426229508 , 1.21359213603 , 0.116959064327 , 5.04711108513 , 2.66894704859 , -0.0177443198763 , 17.2177406337 , 0.213694087133 , 0.656158107592 , 0.360770690021 , 0.360770690021 , 1.15384615385 , 1.15384615385 , 2.25 , 13 , 13 , 4 , 1.0 , 51148712c2a3754cfe669570 , 1
60.3333333333 , 0.0672378172537 , 0.350846428669 , 7.57930912508 , 0.923076923077 , 1.77830348798 , 0.194444444444 , 3.61390221715 , 2.95854298188 , 0.107839927599 , 22.055514521 , 0.316880327536 , 0.699030327257 , 0.412858572062 , 0.412858572062 , 2.0 , 0.0 , 3.0 , 3 , 2 , 2 , 0.3 , 511482e1c2a3754cfe668f78 , 1
26.8571428571 , 0.0994039078501 , 0.219678977368 , 5.63872236362 , 0.933333333333 , 2.85602869458 , 0.261904761905 , 3.88088064971 , 2.72957395851 , -0.115770366561 , 22.0007651647 , 0.291186460978 , 0.861036995944 , 0.508542320378 , 0 , 1.0 , 0.0 , 0.0 , 9 , 1 , 1 , 0.5 , 51147c8dc2a3754cfe6687f1 , 1
68.2571428571 , 0.0848749032624 , 0.20360569113 , 7.21297576984 , 0.972222222222 , 1.36387696242 , 0.2 , 3.96707818263 , 2.40580448402 , -0.113424761681 , 18.4975180293 , 0.238246265795 , 0.609454601929 , 0.557337682959 , 0.315820826564 , 3.0 , 3.11111111111 , 4.0 , 9 , 9 , 6 , 0.1 , 51148d4dc2a3754cfe669e6d , 1
47.347826087 , 0.0780739832902 , 0.319627966883 , 7.92983381484 , 0.821428571429 , 1.89439962346 , 0.101449275362 , 4.53140076273 , 2.84243889967 , 0.0402669348035 , 20.3747086485 , 0.157085636977 , 0.659343912379 , 0.579856056118 , 0.276304517633 , 2.0 , 1.5 , 1.5 , 3 , 2 , 2 , 0.2 , 5114837ec2a3754cfe669027 , 1
49.0 , 0.0724851007341 , 0.304374117987 , 8.19161888583 , 0.666666666667 , 3.50567799116 , 0.111111111111 , 3.20830384402 , 3.01301554334 , -0.0262737660874 , 18.8033260889 , 0.202342620741 , 0.652490884513 , 0.652490884513 , 0.385371627466 , 2.0 , 3.5 , 3.5 , 2 , 2 , 2 , 0.1 , 51147bdbc2a3754cfe66874c , 1
44.128440367 , 0.0515086514342 , 0.346976134966 , 7.65110033097 , 0.893442622951 , 2.39012289642 , 0.0489296636086 , 5.42520021277 , 2.90837216793 , 0.00142586411812 , 15.7326478795 , 0.140646223963 , 0.515754189858 , 0.456846430616 , 0.36741381305 , 1.83333333333 , 0.833333333333 , 1.16666666667 , 6 , 6 , 6 , 1.2 , 51147a4fc2a3754cfe66858e , 1
33.6 , 0.0862292098229 , 0.28138591402 , 7.92643000588 , 0.833333333333 , 1.83914219497 , 0.177777777778 , 6.98078159719 , 2.74974063226 , 0.183750312092 , 18.6150979704 , 0.382000279593 , 0.514460261616 , 0.514460261616 , 0.514460261616 , 0.666666666667 , 0.666666666667 , 1.0 , 3 , 3 , 2 , 0.7 , 51147e9ec2a3754cfe668ab2 , 1
45.0 , 0.0257131622644 , 0.0370370450515 , 6.99629661776 , 1.0 , 0.838418333023 , 0.222222222222 , 6.84152080167 , 2.47385138961 , -0.142400725449 , 21.8288436627 , 0.0880534722623 , 0.707106781187 , 0.707106781187 , 0 , 1.33333333333 , 0.0 , 0.0 , 3 , 2 , 2 , 0.444444444444 , 51148bdac2a3754cfe669c33 , 1
42.48 , 0.0963839120825 , 0.324460346495 , 7.49570690535 , 0.892857142857 , 1.91267015535 , 0.12 , 3.98082596282 , 2.73195344981 , -0.0315932479533 , 19.0511084118 , 0.167563168733 , 0.707106781187 , 0.707106781187 , 0 , 1.0 , 1.0 , 1.0 , 5 , 3 , 2 , 0.6 , 51147e35c2a3754cfe668a2a , 1
47.4827586207 , 0.0782927880814 , 0.290604728921 , 7.43440465047 , 0.966666666667 , 3.04081811118 , 0.0574712643678 , 3.72305553992 , 2.85656164789 , -0.016722396292 , 18.7505117709 , 0.598023456418 , 0.783060328717 , 0.373132442303 , 0.373132442303 , 1.0 , 0.0 , 0.0 , 2 , 2 , 1 , 0.3 , 51147c43c2a3754cfe6687b5 , 1
